REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
S23B70/015,A18849,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S23B70/017,A18858,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S23B70/019,A18885,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S24B70/003,A18739,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mbale Secondary School,Mbale,Tier 2,Public/Mixed
S24B70/006,A18754,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S24B70/008,A18768,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24B70/010,A18799,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ngora High School,Soroti,Tier 2,Private/Faith-based
S24B70/012,A18835,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S24B70/014,A18853,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S24B70/017,A18868,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S24B70/019,A18873,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25B70/001,A18699,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25B70/004,A18735,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nabumali High School,Mbale,Tier 1,Private/Faith-based
S25B70/006,A18747,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Namasagali College,Kamuli,Tier 1,Private/Faith-based
S25B70/008,A18752,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S25B70/010,A18757,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Seeta High School,Kampala,Tier 2,Private/Faith-based
S25B70/012,A18763,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S25B70/014,A18777,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S25B70/016,A18787,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25B70/018,A18791,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
S25B70/020,A18801,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25B70/022,A18826,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
S25B70/025,A18870,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed
S25B70/027,A18884,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J23B68/004,A18921,Bachelor of Public Administration and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J23B68/007,A18941,Bachelor of Public Administration and Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based
J23B68/009,A18953,Bachelor of Public Administration and Management,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J23B68/011,A18986,Bachelor of Public Administration and Management,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
J23B68/013,A19016,Bachelor of Public Administration and Management,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based
J23B68/015,A19043,Bachelor of Public Administration and Management,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
J23B68/018,A19059,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J23B68/020,A19064,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J24B68/003,A18907,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J24B68/006,A18919,Bachelor of Public Administration and Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J24B68/008,A18947,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B68/010,A18957,Bachelor of Public Administration and Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J24B68/012,A18969,Bachelor of Public Administration and Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24B68/014,A18971,Bachelor of Public Administration and Management,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J24B68/016,A18996,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24B68/018,A19003,Bachelor of Public Administration and Management,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J24B68/021,A19063,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B68/023,A19066,Bachelor of Public Administration and Management,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J24B68/025,A19075,Bachelor of Public Administration and Management,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J24B68/028,A19082,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J25B68/002,A18967,Bachelor of Public Administration and Management,Moroto High School,Moroto,Tier 2,Private/Faith-based
J25B68/004,A18977,Bachelor of Public Administration and Management,Lira Town College,Lira,Tier 2,Private/Faith-based
J25B68/006,A18989,Bachelor of Public Administration and Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based
J25B68/008,A18997,Bachelor of Public Administration and Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J25B68/011,A19023,Bachelor of Public Administration and Management,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25B68/013,A19034,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25B68/015,A19057,Bachelor of Public Administration and Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J25B68/017,A19073,Bachelor of Public Administration and Management,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
KJ23B68/006,A18927,Bachelor of Public Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KJ24B68/001,A18891,Bachelor of Public Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KJ24B68/020,A19041,Bachelor of Public Administration and Management,Moroto High School,Moroto,Tier 2,Private/Faith-based
KJ25B68/010,A19015,Bachelor of Public Administration and Management,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
KM23B68/009,A18965,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KM23B68/020,A19069,Bachelor of Public Administration and Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KM24B68/014,A18987,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KM25B68/002,A18902,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM25B68/004,A18930,Bachelor of Public Administration and Management,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
KS23B68/008,A18976,Bachelor of Public Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KS24B68/017,A18994,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KS24B68/021,A19005,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KS24B68/025,A19032,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KS25B68/008,A18955,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KS25B68/019,A19068,Bachelor of Public Administration and Management,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
M23B68/002,A18896,Bachelor of Public Administration and Management,Lira Town College,Lira,Tier 2,Private/Faith-based
M23B68/004,A18915,Bachelor of Public Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M23B68/006,A18935,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M23B68/008,A18943,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M23B68/011,A18979,Bachelor of Public Administration and Management,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
M23B68/014,A19013,Bachelor of Public Administration and Management,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
M23B68/016,A19021,Bachelor of Public Administration and Management,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
M23B68/018,A19028,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M23B68/021,A19080,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24B68/002,A18901,Bachelor of Public Administration and Management,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
M24B68/005,A18928,Bachelor of Public Administration and Management,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
M24B68/007,A18949,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24B68/009,A18960,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24B68/011,A18963,Bachelor of Public Administration and Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M24B68/013,A18981,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24B68/016,A19011,Bachelor of Public Administration and Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M24B68/018,A19040,Bachelor of Public Administration and Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24B68/020,A19056,Bachelor of Public Administration and Management,Makerere College School,Kampala,Tier 2,Private/Faith-based
M25B68/001,A18900,Bachelor of Public Administration and Management,Moroto High School,Moroto,Tier 2,Private/Faith-based
M25B68/006,A18939,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25B68/008,A18948,Bachelor of Public Administration and Management,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
M25B68/010,A19012,Bachelor of Public Administration and Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25B68/012,A19039,Bachelor of Public Administration and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M25B68/015,A19053,Bachelor of Public Administration and Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
S23B68/002,A18912,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S23B68/004,A18942,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S23B68/006,A18961,Bachelor of Public Administration and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S23B68/009,A18980,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S23B68/012,A19018,Bachelor of Public Administration and Management,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S23B68/014,A19029,Bachelor of Public Administration and Management,Moroto High School,Moroto,Tier 2,Private/Faith-based
S23B68/016,A19042,Bachelor of Public Administration and Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S23B68/018,A19074,Bachelor of Public Administration and Management,Busoga High School,Iganga,Tier 2,Private/Faith-based
S24B68/002,A18898,Bachelor of Public Administration and Management,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S24B68/004,A18904,Bachelor of Public Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S24B68/006,A18926,Bachelor of Public Administration and Management,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S24B68/008,A18934,Bachelor of Public Administration and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S24B68/010,A18945,Bachelor of Public Administration and Management,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S24B68/012,A18951,Bachelor of Public Administration and Management,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S24B68/014,A18958,Bachelor of Public Administration and Management,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
S24B68/016,A18985,Bachelor of Public Administration and Management,Lira Town College,Lira,Tier 2,Private/Faith-based
S24B68/019,A18999,Bachelor of Public Administration and Management,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
S24B68/024,A19031,Bachelor of Public Administration and Management,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S24B68/027,A19036,Bachelor of Public Administration and Management,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
S24B68/029,A19038,Bachelor of Public Administration and Management,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
S24B68/031,A19071,Bachelor of Public Administration and Management,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
S25B68/002,A18903,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25B68/004,A18914,Bachelor of Public Administration and Management,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
S25B68/007,A18940,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25B68/010,A18983,Bachelor of Public Administration and Management,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S25B68/013,A19008,Bachelor of Public Administration and Management,Gulu High School,Gulu,Tier 2,Private/Faith-based
S25B68/015,A19047,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25B68/017,A19061,Bachelor of Public Administration and Management,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25B68/020,A19070,Bachelor of Public Administration and Management,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J23B71/003,A19120,Bachelor of Social Work and Social Administration,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J23B71/006,A19147,Bachelor of Social Work and Social Administration,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
J23B71/009,A19162,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J23B71/013,A19200,Bachelor of Social Work and Social Administration,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
J23B71/017,A19206,Bachelor of Social Work and Social Administration,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
J23B71/021,A19246,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24B71/001,A19101,Bachelor of Social Work and Social Administration,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
J24B71/004,A19133,Bachelor of Social Work and Social Administration,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
J24B71/006,A19135,Bachelor of Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
J24B71/008,A19153,Bachelor of Social Work and Social Administration,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J24B71/010,A19170,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24B71/012,A19197,Bachelor of Social Work and Social Administration,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
J24B71/015,A19232,Bachelor of Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
J24B71/017,A19276,Bachelor of Social Work and Social Administration,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J25B71/004,A19121,Bachelor of Social Work and Social Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
J25B71/006,A19141,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25B71/008,A19154,Bachelor of Social Work and Social Administration,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
J25B71/010,A19180,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25B71/012,A19184,Bachelor of Social Work and Social Administration,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed
J25B71/016,A19203,Bachelor of Social Work and Social Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
J25B71/018,A19222,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25B71/021,A19243,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25B71/024,A19253,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25B71/026,A19268,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ23B71/005,A19139,Bachelor of Social Work and Social Administration,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KJ23B71/011,A19185,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ23B71/015,A19204,Bachelor of Social Work and Social Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
KJ23B71/018,A19213,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KJ24B71/002,A19107,Bachelor of Social Work and Social Administration,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
KJ25B71/001,A19084,Bachelor of Social Work and Social Administration,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
KJ25B71/014,A19195,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ25B71/019,A19228,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KM23B71/001,A19092,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KM24B71/004,A19105,Bachelor of Social Work and Social Administration,King's College Budo,Kampala,Tier 1,Private/Faith-based
KM24B71/011,A19157,Bachelor of Social Work and Social Administration,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
KM25B71/001,A19089,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KM25B71/004,A19125,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KM25B71/015,A19182,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KM25B71/017,A19212,Bachelor of Social Work and Social Administration,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KS23B71/002,A19095,Bachelor of Social Work and Social Administration,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
KS23B71/009,A19191,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KS24B71/005,A19116,Bachelor of Social Work and Social Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
KS24B71/010,A19176,Bachelor of Social Work and Social Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based
KS24B71/018,A19262,Bachelor of Social Work and Social Administration,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
KS25B71/001,A19086,Bachelor of Social Work and Social Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M23B71/002,A19104,Bachelor of Social Work and Social Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M23B71/004,A19117,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M23B71/006,A19168,Bachelor of Social Work and Social Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M23B71/008,A19181,Bachelor of Social Work and Social Administration,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
M23B71/010,A19209,Bachelor of Social Work and Social Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M23B71/012,A19220,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M23B71/015,A19249,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M24B71/001,A19085,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24B71/003,A19096,Bachelor of Social Work and Social Administration,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
M24B71/007,A19113,Bachelor of Social Work and Social Administration,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
M24B71/009,A19144,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24B71/012,A19158,Bachelor of Social Work and Social Administration,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M24B71/015,A19175,Bachelor of Social Work and Social Administration,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
M24B71/017,A19219,Bachelor of Social Work and Social Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M24B71/019,A19230,Bachelor of Social Work and Social Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24B71/021,A19254,Bachelor of Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24B71/023,A19259,Bachelor of Social Work and Social Administration,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M25B71/003,A19122,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25B71/006,A19130,Bachelor of Social Work and Social Administration,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
M25B71/009,A19146,Bachelor of Social Work and Social Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25B71/011,A19160,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25B71/013,A19172,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25B71/018,A19225,Bachelor of Social Work and Social Administration,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
M25B71/020,A19245,Bachelor of Social Work and Social Administration,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25B71/022,A19252,Bachelor of Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
S23B71/001,A19083,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S23B71/004,A19103,Bachelor of Social Work and Social Administration,Gayaza High School,Kampala,Tier 1,Private/Faith-based
S23B71/007,A19126,Bachelor of Social Work and Social Administration,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
S23B71/010,A19193,Bachelor of Social Work and Social Administration,Lira Town College,Lira,Tier 2,Private/Faith-based
S23B71/012,A19207,Bachelor of Social Work and Social Administration,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S23B71/015,A19261,Bachelor of Social Work and Social Administration,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
S23B71/017,A19271,Bachelor of Social Work and Social Administration,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
S23B71/019,A19273,Bachelor of Social Work and Social Administration,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
S24B71/002,A19102,Bachelor of Social Work and Social Administration,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S24B71/004,A19110,Bachelor of Social Work and Social Administration,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S24B71/008,A19164,Bachelor of Social Work and Social Administration,Lira Town College,Lira,Tier 2,Private/Faith-based
S24B71/012,A19179,Bachelor of Social Work and Social Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S24B71/014,A19208,Bachelor of Social Work and Social Administration,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
S24B71/016,A19223,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24B71/019,A19265,Bachelor of Social Work and Social Administration,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25B71/003,A19097,Bachelor of Social Work and Social Administration,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
S25B71/005,A19109,Bachelor of Social Work and Social Administration,Busoga High School,Iganga,Tier 2,Private/Faith-based
S25B71/007,A19123,Bachelor of Social Work and Social Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S25B71/009,A19151,Bachelor of Social Work and Social Administration,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S25B71/011,A19161,Bachelor of Social Work and Social Administration,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S25B71/013,A19186,Bachelor of Social Work and Social Administration,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S25B71/015,A19198,Bachelor of Social Work and Social Administration,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25B71/017,A19229,Bachelor of Social Work and Social Administration,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S25B71/019,A19237,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25B71/021,A19239,Bachelor of Social Work and Social Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25B71/023,A19255,Bachelor of Social Work and Social Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
J24D67/001,A19277,Diploma in Social Work and Social Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24D67/003,A19288,Diploma in Social Work and Social Administration,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
J24D67/005,A19296,Diploma in Social Work and Social Administration,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
J24D67/008,A19312,Diploma in Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J24D67/011,A19321,Diploma in Social Work and Social Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24D67/014,A19332,Diploma in Social Work and Social Administration,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
J24D67/016,A19361,Diploma in Social Work and Social Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25D67/001,A19278,Diploma in Social Work and Social Administration,Seeta High School,Kampala,Tier 2,Private/Faith-based
J25D67/004,A19294,Diploma in Social Work and Social Administration,Seeta High School,Kampala,Tier 2,Private/Faith-based
J25D67/007,A19338,Diploma in Social Work and Social Administration,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J25D67/009,A19344,Diploma in Social Work and Social Administration,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J25D67/013,A19352,Diploma in Social Work and Social Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
J25D67/015,A19359,Diploma in Social Work and Social Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25D67/017,A19362,Diploma in Social Work and Social Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J25D67/019,A19366,Diploma in Social Work and Social Administration,Namasagali College,Kamuli,Tier 1,Private/Faith-based
KJ24D67/007,A19308,Diploma in Social Work and Social Administration,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
