REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,COURSES_REGISTERED,TOTAL_CREDITS,QUALITY_POINTS,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,SEMESTER_GPA
M24P66/001,A19964,PhD in Development Studies,2025/2026,SEM1,3,6,19,80.5,6,0,0,0,0,4.24
M24P66/001,A19964,PhD in Development Studies,2025/2026,SEM2,4,7,20,47.5,5,2,1,1,0,2.38
M24P66/003,A19967,PhD in Development Studies,2024/2025,SEM1,1,6,18,58.5,5,1,0,1,0,3.25
M24P66/003,A19967,PhD in Development Studies,2024/2025,SEM2,2,7,22,71.0,6,1,0,1,0,3.23
M24P66/003,A19967,PhD in Development Studies,2025/2026,SEM1,3,6,19,46.5,4,2,0,1,1,2.45
M24P66/003,A19967,PhD in Development Studies,2025/2026,SEM2,4,7,20,70.5,6,1,0,1,0,3.52
M24P66/005,A19978,PhD in Development Studies,2024/2025,SEM1,1,6,18,61.0,5,1,0,1,0,3.39
M24P66/005,A19978,PhD in Development Studies,2024/2025,SEM2,2,7,22,81.0,6,1,0,1,0,3.68
M24P66/005,A19978,PhD in Development Studies,2025/2026,SEM1,3,6,19,61.5,4,2,1,1,0,3.24
M24P66/005,A19978,PhD in Development Studies,2025/2026,SEM2,4,7,20,46.0,5,2,0,2,0,2.3
M24P66/007,A19993,PhD in Development Studies,2024/2025,SEM1,1,6,18,48.0,3,3,0,3,0,2.67
M24P66/007,A19993,PhD in Development Studies,2024/2025,SEM2,2,7,22,80.5,7,0,0,0,0,3.66
M24P66/007,A19993,PhD in Development Studies,2025/2026,SEM1,3,6,19,64.0,6,0,0,0,0,3.37
M24P66/007,A19993,PhD in Development Studies,2025/2026,SEM2,4,7,20,75.0,7,0,0,0,0,3.75
M24P66/009,A19996,PhD in Development Studies,2024/2025,SEM1,1,6,18,66.0,5,1,1,0,0,3.67
M24P66/009,A19996,PhD in Development Studies,2024/2025,SEM2,2,7,22,84.5,7,0,0,0,0,3.84
M24P66/009,A19996,PhD in Development Studies,2025/2026,SEM1,3,6,19,53.5,4,2,1,0,1,2.82
M24P78/003,A13822,PGD Human Resource Management,2024/2025,SEM1,1,6,18,48.5,5,1,0,1,0,2.69
M24P78/003,A13822,PGD Human Resource Management,2024/2025,SEM2,2,7,22,77.0,6,1,0,1,0,3.5
M24P78/003,A13822,PGD Human Resource Management,2025/2026,SEM1,3,6,19,52.0,3,3,1,1,1,2.74
M24P78/003,A13822,PGD Human Resource Management,2025/2026,SEM2,4,7,20,61.5,5,2,0,0,2,3.08
M24P78/005,A13833,PGD Human Resource Management,2024/2025,SEM1,1,6,18,52.5,6,0,0,0,0,2.92
M24P78/005,A13833,PGD Human Resource Management,2024/2025,SEM2,2,7,22,64.5,6,1,0,1,0,2.93
M24P78/005,A13833,PGD Human Resource Management,2025/2026,SEM1,3,6,19,51.5,5,1,0,0,1,2.71
M24P78/005,A13833,PGD Human Resource Management,2025/2026,SEM2,4,7,20,64.5,6,1,0,1,0,3.22
M24P78/007,A13842,PGD Human Resource Management,2024/2025,SEM1,1,6,18,56.0,5,1,0,1,0,3.11
M24P78/007,A13842,PGD Human Resource Management,2024/2025,SEM2,2,7,22,62.0,5,2,0,2,0,2.82
M24P78/007,A13842,PGD Human Resource Management,2025/2026,SEM1,3,6,19,59.5,5,1,1,0,0,3.13
M24P78/007,A13842,PGD Human Resource Management,2025/2026,SEM2,4,7,20,63.0,6,1,0,0,1,3.15
M24P81/002,A14164,PGD Sustainable Business and Renewable Energy,2024/2025,SEM1,1,7,21,68.0,6,1,0,1,0,3.24
M24P81/002,A14164,PGD Sustainable Business and Renewable Energy,2024/2025,SEM2,2,6,18,57.0,6,0,0,0,0,3.17
M24P81/002,A14164,PGD Sustainable Business and Renewable Energy,2025/2026,SEM1,3,7,21,59.5,6,1,0,1,0,2.83
M24P81/002,A14164,PGD Sustainable Business and Renewable Energy,2025/2026,SEM2,4,6,17,56.5,5,1,0,1,0,3.32
M24P81/004,A14178,PGD Sustainable Business and Renewable Energy,2024/2025,SEM1,1,7,21,61.0,5,2,0,2,0,2.9
M24P81/004,A14178,PGD Sustainable Business and Renewable Energy,2024/2025,SEM2,2,6,18,69.0,6,0,0,0,0,3.83
M24P81/004,A14178,PGD Sustainable Business and Renewable Energy,2025/2026,SEM1,3,7,21,88.0,7,0,0,0,0,4.19
M24P81/004,A14178,PGD Sustainable Business and Renewable Energy,2025/2026,SEM2,4,6,17,60.5,5,1,1,0,0,3.56
M24P81/006,A14186,PGD Sustainable Business and Renewable Energy,2024/2025,SEM1,1,7,21,67.5,6,1,0,0,1,3.21
M24P81/006,A14186,PGD Sustainable Business and Renewable Energy,2024/2025,SEM2,2,6,18,66.0,6,0,0,0,0,3.67
M24P81/006,A14186,PGD Sustainable Business and Renewable Energy,2025/2026,SEM1,3,7,21,72.5,6,1,0,1,0,3.45
M25B06/001,A10022,Bachelor of Divinity,2025/2026,SEM1,1,6,18,70.5,6,0,0,0,0,3.92
M25B06/001,A10022,Bachelor of Divinity,2025/2026,SEM2,2,7,22,79.0,5,2,1,0,1,3.59
M25B06/004,A10029,Bachelor of Divinity,2025/2026,SEM1,1,6,18,53.0,4,2,1,1,0,2.94
M25B06/004,A10029,Bachelor of Divinity,2025/2026,SEM2,2,7,22,68.0,6,1,0,0,1,3.09
M25B06/006,A10070,Bachelor of Divinity,2025/2026,SEM1,1,6,18,50.0,5,1,0,1,0,2.78
M25B06/006,A10070,Bachelor of Divinity,2025/2026,SEM2,2,7,22,77.0,6,1,1,0,0,3.5
M25B06/008,A10086,Bachelor of Divinity,2025/2026,SEM1,1,6,18,83.0,6,0,0,0,0,4.61
M25B06/010,A10111,Bachelor of Divinity,2025/2026,SEM1,1,6,18,53.5,4,2,1,1,0,2.97
M25B06/010,A10111,Bachelor of Divinity,2025/2026,SEM2,2,7,22,64.5,5,2,1,1,0,2.93
M25B08/001,A15114,MA Literature,2025/2026,SEM1,1,6,18,80.0,6,0,0,0,0,4.44
M25B08/001,A15114,MA Literature,2025/2026,SEM2,2,7,22,93.5,7,0,0,0,0,4.25
M25B08/003,A15117,MA Literature,2025/2026,SEM1,1,6,18,62.0,6,0,0,0,0,3.44
M25B08/003,A15117,MA Literature,2025/2026,SEM2,2,7,22,91.5,7,0,0,0,0,4.16
M25B08/010,A15159,MA Literature,2025/2026,SEM1,1,6,18,77.0,6,0,0,0,0,4.28
M25B08/010,A15159,MA Literature,2025/2026,SEM2,2,7,22,86.5,6,1,0,1,0,3.93
M25B08/012,A15172,MA Literature,2025/2026,SEM1,1,6,18,58.0,5,1,1,0,0,3.22
M25B08/012,A15172,MA Literature,2025/2026,SEM2,2,7,22,62.0,5,2,0,1,1,2.82
M25B08/014,A15176,MA Literature,2025/2026,SEM1,1,6,18,67.5,6,0,0,0,0,3.75
M25B08/014,A15176,MA Literature,2025/2026,SEM2,2,7,22,67.5,4,3,1,1,1,3.07
M25B08/016,A15194,MA Literature,2025/2026,SEM1,1,6,18,40.5,2,4,2,2,0,2.25
M25B08/016,A15194,MA Literature,2025/2026,SEM2,2,7,22,63.0,5,2,1,1,0,2.86
M25B16/002,A14884,Bachelor of Science in Education,2025/2026,SEM1,1,7,21,73.0,5,2,1,0,1,3.48
M25B16/002,A14884,Bachelor of Science in Education,2025/2026,SEM2,2,6,18,71.0,6,0,0,0,0,3.94
M25B16/004,A14888,Bachelor of Science in Education,2025/2026,SEM1,1,7,21,52.5,5,2,1,1,0,2.5
M25B16/006,A14904,Bachelor of Science in Education,2025/2026,SEM1,1,7,21,49.5,4,3,2,1,0,2.36
M25B16/006,A14904,Bachelor of Science in Education,2025/2026,SEM2,2,6,18,51.0,4,2,0,1,1,2.83
M25B16/012,A14948,Bachelor of Science in Education,2025/2026,SEM1,1,7,21,52.0,4,3,0,3,0,2.48
M25B16/012,A14948,Bachelor of Science in Education,2025/2026,SEM2,2,6,18,44.5,2,4,0,3,1,2.47
M25B17/003,A14772,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM1,1,7,21,73.5,7,0,0,0,0,3.5
M25B17/003,A14772,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM2,2,6,18,67.5,5,1,0,1,0,3.75
M25B17/006,A14799,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM1,1,7,21,73.5,6,1,0,1,0,3.5
M25B17/006,A14799,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM2,2,6,18,45.5,5,1,0,1,0,2.53
M25B17/008,A14810,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM1,1,7,21,94.0,7,0,0,0,0,4.48
M25B17/008,A14810,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM2,2,6,18,66.0,5,1,1,0,0,3.67
M25B17/012,A14835,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM1,1,7,21,47.5,5,2,0,1,1,2.26
M25B17/012,A14835,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM2,2,6,18,63.0,5,1,1,0,0,3.5
M25B17/014,A14855,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM1,1,7,21,69.5,6,1,1,0,0,3.31
M25B17/014,A14855,Bachelor of Education (Recess) (Upgrading Teachers),2025/2026,SEM2,2,6,18,76.0,5,1,0,0,1,4.22
M25B18/002,A14653,BA Education,2025/2026,SEM1,1,6,18,88.5,6,0,0,0,0,4.92
M25B18/002,A14653,BA Education,2025/2026,SEM2,2,7,22,96.0,7,0,0,0,0,4.36
M25B18/004,A14658,BA Education,2025/2026,SEM1,1,6,18,41.0,4,2,0,0,2,2.28
M25B18/004,A14658,BA Education,2025/2026,SEM2,2,7,22,71.0,5,2,1,1,0,3.23
M25B18/007,A14679,BA Education,2025/2026,SEM1,1,6,18,67.5,6,0,0,0,0,3.75
M25B18/007,A14679,BA Education,2025/2026,SEM2,2,7,22,61.0,5,2,1,1,0,2.77
M25B18/009,A14717,BA Education,2025/2026,SEM1,1,6,18,63.0,5,1,0,1,0,3.5
M25B18/009,A14717,BA Education,2025/2026,SEM2,2,7,22,90.5,7,0,0,0,0,4.11
M25B18/011,A14740,BA Education,2025/2026,SEM1,1,6,18,55.0,6,0,0,0,0,3.06
M25B18/011,A14740,BA Education,2025/2026,SEM2,2,7,22,74.0,7,0,0,0,0,3.36
M25B27/002,A12326,Bachelor of Public Health,2025/2026,SEM1,1,7,21,73.0,6,1,1,0,0,3.48
M25B27/002,A12326,Bachelor of Public Health,2025/2026,SEM2,2,6,18,50.0,4,2,1,1,0,2.78
M25B27/004,A12340,Bachelor of Public Health,2025/2026,SEM1,1,7,21,85.0,7,0,0,0,0,4.05
M25B27/004,A12340,Bachelor of Public Health,2025/2026,SEM2,2,6,18,76.5,6,0,0,0,0,4.25
M25B27/006,A12361,Bachelor of Public Health,2025/2026,SEM1,1,7,21,61.0,6,1,0,1,0,2.9
M25B27/006,A12361,Bachelor of Public Health,2025/2026,SEM2,2,6,18,53.5,4,2,0,2,0,2.97
M25B27/009,A12394,Bachelor of Public Health,2025/2026,SEM1,1,7,21,86.0,6,1,0,1,0,4.1
M25B27/009,A12394,Bachelor of Public Health,2025/2026,SEM2,2,6,18,79.5,6,0,0,0,0,4.42
M25B27/011,A12411,Bachelor of Public Health,2025/2026,SEM1,1,7,21,70.5,7,0,0,0,0,3.36
M25B27/011,A12411,Bachelor of Public Health,2025/2026,SEM2,2,6,18,68.0,6,0,0,0,0,3.78
M25B27/013,A12419,Bachelor of Public Health,2025/2026,SEM1,1,7,21,86.0,7,0,0,0,0,4.1
M25B27/013,A12419,Bachelor of Public Health,2025/2026,SEM2,2,6,18,64.0,6,0,0,0,0,3.56
M25B27/015,A12433,Bachelor of Public Health,2025/2026,SEM1,1,7,21,64.0,6,1,0,1,0,3.05
M25B27/015,A12433,Bachelor of Public Health,2025/2026,SEM2,2,6,18,58.5,6,0,0,0,0,3.25
M25B28/002,A12168,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,46.0,3,4,0,3,1,2.19
M25B28/005,A12184,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,66.5,5,2,0,1,1,3.17
M25B28/005,A12184,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,52.0,5,1,0,1,0,2.89
M25B28/008,A12218,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,93.5,7,0,0,0,0,4.45
M25B28/010,A12226,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,86.5,7,0,0,0,0,4.12
M25B28/010,A12226,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,63.0,6,0,0,0,0,3.5
M25B28/012,A12236,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,55.5,4,3,1,2,0,2.64
M25B28/012,A12236,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,70.0,6,0,0,0,0,3.89
M25B28/014,A12246,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,64.5,5,2,1,1,0,3.07
M25B28/014,A12246,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,48.0,5,1,0,1,0,2.67
M25B28/016,A12249,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,86.0,7,0,0,0,0,4.1
M25B28/016,A12249,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,81.0,6,0,0,0,0,4.5
M25B28/019,A12255,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,94.5,7,0,0,0,0,4.5
M25B28/019,A12255,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,73.0,6,0,0,0,0,4.06
M25B28/021,A12264,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,92.5,7,0,0,0,0,4.4
M25B28/021,A12264,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,49.0,3,3,1,1,1,2.72
M25B28/023,A12285,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM1,1,7,21,58.5,4,3,1,2,0,2.79
M25B28/023,A12285,Bachelor of Nursing Science (For A' level Applicants),2025/2026,SEM2,2,6,18,58.0,5,1,0,0,1,3.22
M25B29/002,A12006,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,1,7,21,60.0,5,2,2,0,0,2.86
M25B29/002,A12006,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,2,6,18,64.0,6,0,0,0,0,3.56
M25B29/004,A12040,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,1,7,21,76.5,6,1,1,0,0,3.64
M25B29/004,A12040,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,2,6,18,51.5,3,3,2,0,1,2.86
M25B29/007,A12081,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,1,7,21,61.0,5,2,1,1,0,2.9
M25B29/007,A12081,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,2,6,18,54.5,6,0,0,0,0,3.03
M25B29/011,A12129,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,1,7,21,49.5,3,4,0,4,0,2.36
M25B29/011,A12129,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,2,6,18,47.0,4,2,0,2,0,2.61
M25B29/014,A12139,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM1,1,7,21,87.5,7,0,0,0,0,4.17
M25B29/014,A12139,Bachelor of Nursing Science (Diploma Entry),2025/2026,SEM2,2,6,18,55.5,4,2,0,2,0,3.08
M25B30/001,A15669,MA Journalism and Strategic Communication,2025/2026,SEM1,1,6,18,63.0,5,1,1,0,0,3.5
M25B30/001,A15669,MA Journalism and Strategic Communication,2025/2026,SEM2,2,7,22,53.0,4,3,0,2,1,2.41
M25B30/003,A15678,MA Journalism and Strategic Communication,2025/2026,SEM1,1,6,18,70.5,5,1,1,0,0,3.92
M25B30/006,A15694,MA Journalism and Strategic Communication,2025/2026,SEM1,1,6,18,53.0,3,3,0,2,1,2.94
M25B30/006,A15694,MA Journalism and Strategic Communication,2025/2026,SEM2,2,7,22,72.5,7,0,0,0,0,3.3
M25B30/008,A15715,MA Journalism and Strategic Communication,2025/2026,SEM1,1,6,18,51.0,5,1,1,0,0,2.83
M25B30/008,A15715,MA Journalism and Strategic Communication,2025/2026,SEM2,2,7,22,60.0,5,2,0,1,1,2.73
M25B33/001,A15553,BA Journalism and Communication,2025/2026,SEM1,1,7,21,87.0,7,0,0,0,0,4.14
M25B33/001,A15553,BA Journalism and Communication,2025/2026,SEM2,2,6,18,73.5,5,1,0,1,0,4.08
M25B33/003,A15594,BA Journalism and Communication,2025/2026,SEM1,1,7,21,75.0,6,1,0,1,0,3.57
M25B33/007,A15619,BA Journalism and Communication,2025/2026,SEM1,1,7,21,73.5,7,0,0,0,0,3.5
M25B33/007,A15619,BA Journalism and Communication,2025/2026,SEM2,2,6,18,63.5,5,1,1,0,0,3.53
M25B33/009,A15630,BA Journalism and Communication,2025/2026,SEM1,1,7,21,75.0,6,1,1,0,0,3.57
M25B33/009,A15630,BA Journalism and Communication,2025/2026,SEM2,2,6,18,81.0,6,0,0,0,0,4.5
M25B39/001,A10305,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM1,1,6,18,59.0,5,1,0,1,0,3.28
M25B39/001,A10305,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM2,2,7,22,60.5,5,2,0,2,0,2.75
M25B39/004,A10330,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM1,1,6,18,71.5,5,1,1,0,0,3.97
M25B39/004,A10330,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM2,2,7,22,57.0,4,3,0,0,3,2.59
M25B39/007,A10338,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM1,1,6,18,52.0,5,1,1,0,0,2.89
M25B39/007,A10338,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM2,2,7,22,48.5,3,4,0,4,0,2.2
M25B39/009,A10357,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM1,1,6,18,40.0,2,4,1,2,1,2.22
M25B39/009,A10357,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM2,2,7,22,69.0,6,1,0,0,1,3.14
M25B39/011,A10376,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM1,1,6,18,42.5,5,1,1,0,0,2.36
M25B39/011,A10376,Bachelor of Science in Agricultural Science and Entrepreneurship,2025/2026,SEM2,2,7,22,77.0,7,0,0,0,0,3.5
M25B40/002,A10529,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,1,6,18,68.0,5,1,1,0,0,3.78
M25B40/002,A10529,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,2,7,22,83.5,7,0,0,0,0,3.8
M25B40/004,A10544,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,1,6,18,44.0,3,3,0,3,0,2.44
M25B40/004,A10544,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,2,7,22,67.0,4,3,0,0,3,3.05
M25B40/006,A10551,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,1,6,18,47.0,4,2,1,0,1,2.61
M25B40/006,A10551,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,2,7,22,75.0,6,1,0,0,1,3.41
M25B40/008,A10571,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,1,6,18,67.5,5,1,0,1,0,3.75
M25B40/008,A10571,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,2,7,22,87.0,7,0,0,0,0,3.95
M25B40/010,A10591,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,1,6,18,54.5,4,2,1,1,0,3.03
M25B40/010,A10591,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,2,7,22,63.0,6,1,1,0,0,2.86
M25B40/014,A10608,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM1,1,6,18,35.5,2,4,1,0,3,1.97
M25B40/014,A10608,Bachelor of Science in Human Nutrition and Clinical Dietetics,2025/2026,SEM2,2,7,22,55.5,4,3,0,2,1,2.52
M25B41/002,A10414,Bachelor of Science in Food Science and Technology,2025/2026,SEM1,1,6,18,44.0,4,2,0,1,1,2.44
M25B41/002,A10414,Bachelor of Science in Food Science and Technology,2025/2026,SEM2,2,7,22,62.5,5,2,1,1,0,2.84
M25B41/006,A10434,Bachelor of Science in Food Science and Technology,2025/2026,SEM1,1,6,18,55.5,4,2,1,1,0,3.08
M25B41/006,A10434,Bachelor of Science in Food Science and Technology,2025/2026,SEM2,2,7,22,83.0,7,0,0,0,0,3.77
M25B41/009,A10455,Bachelor of Science in Food Science and Technology,2025/2026,SEM1,1,6,18,46.5,4,2,0,1,1,2.58
M25B41/009,A10455,Bachelor of Science in Food Science and Technology,2025/2026,SEM2,2,7,22,64.0,6,1,1,0,0,2.91
M25B41/012,A10473,Bachelor of Science in Food Science and Technology,2025/2026,SEM1,1,6,18,64.0,6,0,0,0,0,3.56
M25B41/012,A10473,Bachelor of Science in Food Science and Technology,2025/2026,SEM2,2,7,22,73.0,7,0,0,0,0,3.32
M25B44/002,A10939,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,1,6,18,55.0,6,0,0,0,0,3.06
M25B44/002,A10939,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,2,7,22,65.5,5,2,0,0,2,2.98
M25B44/004,A10963,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,1,6,18,47.0,5,1,0,1,0,2.61
M25B44/004,A10963,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,2,7,22,78.5,5,2,1,1,0,3.57
M25B44/006,A10983,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,1,6,18,54.0,4,2,0,2,0,3.0
M25B44/006,A10983,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,2,7,22,48.5,5,2,0,2,0,2.2
M25B44/008,A11002,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,1,6,18,51.0,4,2,0,2,0,2.83
M25B44/008,A11002,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,2,7,22,51.0,4,3,0,3,0,2.32
M25B44/011,A11030,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,1,6,18,44.5,4,2,0,1,1,2.47
M25B44/011,A11030,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,2,7,22,47.5,4,3,0,3,0,2.16
M25B44/013,A11036,Bachelor of Science in Data Science and Analytics,2025/2026,SEM1,1,6,18,32.0,3,3,0,3,0,1.78
M25B44/013,A11036,Bachelor of Science in Data Science and Analytics,2025/2026,SEM2,2,7,22,66.0,7,0,0,0,0,3.0
M25B45/003,A10814,Bachelor of Science in Computer Science,2025/2026,SEM1,1,6,18,56.0,6,0,0,0,0,3.11
M25B45/003,A10814,Bachelor of Science in Computer Science,2025/2026,SEM2,2,7,22,84.0,7,0,0,0,0,3.82
M25B45/006,A10847,Bachelor of Science in Computer Science,2025/2026,SEM1,1,6,18,56.5,5,1,1,0,0,3.14
M25B45/006,A10847,Bachelor of Science in Computer Science,2025/2026,SEM2,2,7,22,98.0,7,0,0,0,0,4.45
M25B45/009,A10883,Bachelor of Science in Computer Science,2025/2026,SEM1,1,6,18,36.0,1,5,1,4,0,2.0
M25B45/009,A10883,Bachelor of Science in Computer Science,2025/2026,SEM2,2,7,22,76.0,5,2,1,1,0,3.45
M25B45/011,A10886,Bachelor of Science in Computer Science,2025/2026,SEM1,1,6,18,58.0,4,2,1,1,0,3.22
M25B45/011,A10886,Bachelor of Science in Computer Science,2025/2026,SEM2,2,7,22,82.5,6,1,1,0,0,3.75
M25B45/013,A10915,Bachelor of Science in Computer Science,2025/2026,SEM1,1,6,18,55.0,4,2,0,1,1,3.06
M25B45/013,A10915,Bachelor of Science in Computer Science,2025/2026,SEM2,2,7,22,65.5,6,1,0,1,0,2.98
M25B46/001,A11037,Bachelor of Science in Information Technology,2025/2026,SEM1,1,7,21,83.0,7,0,0,0,0,3.95
M25B46/001,A11037,Bachelor of Science in Information Technology,2025/2026,SEM2,2,6,18,60.5,6,0,0,0,0,3.36
M25B46/003,A11058,Bachelor of Science in Information Technology,2025/2026,SEM1,1,7,21,81.5,7,0,0,0,0,3.88
M25B46/003,A11058,Bachelor of Science in Information Technology,2025/2026,SEM2,2,6,18,62.5,6,0,0,0,0,3.47
M25B46/005,A11105,Bachelor of Science in Information Technology,2025/2026,SEM1,1,7,21,84.5,7,0,0,0,0,4.02
M25B46/005,A11105,Bachelor of Science in Information Technology,2025/2026,SEM2,2,6,18,43.5,4,2,1,1,0,2.42
M25B46/007,A11123,Bachelor of Science in Information Technology,2025/2026,SEM1,1,7,21,61.0,5,2,0,2,0,2.9
M25B46/007,A11123,Bachelor of Science in Information Technology,2025/2026,SEM2,2,6,18,65.0,6,0,0,0,0,3.61
M25B46/010,A11149,Bachelor of Science in Information Technology,2025/2026,SEM1,1,7,21,72.0,6,1,0,0,1,3.43
M25B46/010,A11149,Bachelor of Science in Information Technology,2025/2026,SEM2,2,6,18,75.0,5,1,1,0,0,4.17
M25B49/002,A11832,Bachelor of Visual Art and Design,2025/2026,SEM1,1,6,18,68.0,5,1,1,0,0,3.78
M25B49/002,A11832,Bachelor of Visual Art and Design,2025/2026,SEM2,2,7,22,95.5,7,0,0,0,0,4.34
M25B49/004,A11870,Bachelor of Visual Art and Design,2025/2026,SEM1,1,6,18,51.5,5,1,0,1,0,2.86
M25B49/004,A11870,Bachelor of Visual Art and Design,2025/2026,SEM2,2,7,22,41.5,3,4,0,4,0,1.89
M25B49/006,A11908,Bachelor of Visual Art and Design,2025/2026,SEM1,1,6,18,39.0,2,4,0,4,0,2.17
M25B49/006,A11908,Bachelor of Visual Art and Design,2025/2026,SEM2,2,7,22,67.5,6,1,0,0,1,3.07
M25B49/008,A11919,Bachelor of Visual Art and Design,2025/2026,SEM1,1,6,18,65.0,6,0,0,0,0,3.61
M25B50/001,A11703,Bachelor of Art in Graphic Design and Animation,2025/2026,SEM1,1,7,21,86.5,6,1,0,1,0,4.12
M25B50/003,A11792,Bachelor of Art in Graphic Design and Animation,2025/2026,SEM1,1,7,21,69.0,5,2,0,2,0,3.29
M25B50/005,A11818,Bachelor of Art in Graphic Design and Animation,2025/2026,SEM1,1,7,21,96.0,7,0,0,0,0,4.57
M25B50/005,A11818,Bachelor of Art in Graphic Design and Animation,2025/2026,SEM2,2,6,18,67.0,6,0,0,0,0,3.72
M25B54/002,A11429,Bachelor of Science in Civil and Environmental Engineering,2025/2026,SEM1,1,6,18,63.0,5,1,0,1,0,3.5
M25B54/002,A11429,Bachelor of Science in Civil and Environmental Engineering,2025/2026,SEM2,2,7,22,100.0,7,0,0,0,0,4.55
M25B54/004,A11448,Bachelor of Science in Civil and Environmental Engineering,2025/2026,SEM1,1,6,18,74.0,6,0,0,0,0,4.11
M25B54/004,A11448,Bachelor of Science in Civil and Environmental Engineering,2025/2026,SEM2,2,7,22,80.0,6,1,1,0,0,3.64
M25B54/006,A11502,Bachelor of Science in Civil and Environmental Engineering,2025/2026,SEM1,1,6,18,34.0,2,4,1,3,0,1.89
M25B54/006,A11502,Bachelor of Science in Civil and Environmental Engineering,2025/2026,SEM2,2,7,22,60.5,5,2,0,2,0,2.75
