FACULTY,DEPARTMENT,PROGRAM,PROGRAM ID,SEMESTER_INDEX,COURSE_CODE,COURSE_TITLE,COURSE_UNITS,COURSE_TYPE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,2,BOH0202,Field Attachment,4,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,2,BOH0203,Internship,2,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,2,BOH0204,Capstone Project,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,2,BOH0205,Professional Practice,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,2,BOH0206,Seminar,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,2,BOH0207,Communication Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,3,BOH0301,Critical Thinking 2,4,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,3,BOH0302,Research Methods 2,2,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,3,BOH0303,Entrepreneurship 2,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,3,BOH0304,Ethics and Integrity 2,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,3,BOH0305,Statistics 2,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,3,BOH0306,Project Planning 2,4,ELECTIVE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0401,Field Attachment 2,2,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0402,Internship 2,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0403,Capstone Project 2,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0404,Professional Practice 2,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0405,Seminar 2,4,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0406,Communication Skills 3,2,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,4,BOH0407,Critical Thinking 3,3,ELECTIVE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,5,BOH0501,Research Methods 3,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,5,BOH0502,Entrepreneurship 3,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,5,BOH0503,Ethics and Integrity 3,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,5,BOH0504,Statistics 3,4,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,5,BOH0505,Project Planning 3,2,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,5,BOH0506,Field Attachment 3,3,ELECTIVE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0601,Internship 3,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0602,Capstone Project 3,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0603,Professional Practice 3,4,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0604,Seminar 3,2,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0605,Communication Skills 4,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0606,Critical Thinking 4,3,CORE
School of Social Sciences,Social Sciences,"Bachelor of Human Rights, Peace and Humanitarian Interventions",70,6,BOH0607,Research Methods 4,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0101,Principles of Management,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0102,Principles of Accounting,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0103,Business Mathematics,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0104,Microeconomics,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0105,Macroeconomics,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0106,Business Communication,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,1,BOP0107,Marketing Principles,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,2,BOP0201,Financial Accounting,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,2,BOP0202,Managerial Accounting,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,2,BOP0203,Business Statistics,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,2,BOP0204,Organizational Behavior,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,2,BOP0205,Human Resource Management,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,2,BOP0206,Financial Management,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0301,Operations Management,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0302,Strategic Management,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0303,Entrepreneurship,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0304,Business Law,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0305,Corporate Governance,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0306,Taxation,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,3,BOP0307,Procurement Management,2,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,4,BOP0401,Supply Chain Management,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,4,BOP0402,Internship,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,4,BOP0403,Research Methods,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,4,BOP0404,Project,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,4,BOP0405,Principles of Management 2,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,4,BOP0406,Principles of Accounting 2,2,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0501,Business Mathematics 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0502,Microeconomics 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0503,Macroeconomics 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0504,Business Communication 2,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0505,Marketing Principles 2,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0506,Financial Accounting 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,5,BOP0507,Managerial Accounting 2,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,6,BOP0601,Business Statistics 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,6,BOP0602,Organizational Behavior 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,6,BOP0603,Human Resource Management 2,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,6,BOP0604,Financial Management 2,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,6,BOP0605,Operations Management 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Public Administration and Management,68,6,BOP0606,Strategic Management 2,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,1,BOS0101,Introduction to Sociology,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,1,BOS0102,Social Work Practice,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,1,BOS0103,Community Development,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,1,BOS0104,Counselling Skills,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,1,BOS0105,Social Policy,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,1,BOS0106,Research Methods,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0201,Development Studies,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0202,Governance and Public Policy,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0203,International Relations Theory,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0204,Conflict Resolution,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0205,Public Administration,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0206,Gender Studies,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,2,BOS0207,Humanitarian Studies,4,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,3,BOS0301,Field Work,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,3,BOS0302,Project,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,3,BOS0303,Introduction to Sociology 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,3,BOS0304,Social Work Practice 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,3,BOS0305,Community Development 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,3,BOS0306,Counselling Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0401,Social Policy 2,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0402,Research Methods 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0403,Development Studies 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0404,Governance and Public Policy 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0405,International Relations Theory 2,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0406,Conflict Resolution 2,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,4,BOS0407,Public Administration 2,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,5,BOS0501,Gender Studies 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,5,BOS0502,Humanitarian Studies 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,5,BOS0503,Field Work 2,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,5,BOS0504,Project 2,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,5,BOS0505,Introduction to Sociology 3,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,5,BOS0506,Social Work Practice 3,3,ELECTIVE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0601,Community Development 3,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0602,Counselling Skills 3,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0603,Social Policy 3,4,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0604,Research Methods 3,2,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0605,Development Studies 3,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0606,Governance and Public Policy 3,3,CORE
School of Social Sciences,Social Sciences,Bachelor of Social Work and Social Administration,71,6,BOS0607,International Relations Theory 3,3,ELECTIVE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,1,DIS0101,Introduction to Sociology,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,1,DIS0102,Social Work Practice,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,1,DIS0103,Community Development,4,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,1,DIS0104,Counselling Skills,2,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,1,DIS0105,Social Policy,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,1,DIS0106,Research Methods,3,ELECTIVE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0201,Development Studies,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0202,Governance and Public Policy,4,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0203,International Relations Theory,2,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0204,Conflict Resolution,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0205,Public Administration,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0206,Gender Studies,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,2,DIS0207,Humanitarian Studies,4,ELECTIVE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,3,DIS0301,Field Work,4,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,3,DIS0302,Project,2,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,3,DIS0303,Introduction to Sociology 2,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,3,DIS0304,Social Work Practice 2,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,3,DIS0305,Community Development 2,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,3,DIS0306,Counselling Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0401,Social Policy 2,2,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0402,Research Methods 2,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0403,Development Studies 2,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0404,Governance and Public Policy 2,3,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0405,International Relations Theory 2,4,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0406,Conflict Resolution 2,2,CORE
School of Social Sciences,Social Sciences,Diploma in Social Work and Social Administration,67,4,DIS0407,Public Administration 2,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,1,MOA0101,Communication Skills,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,1,MOA0102,Critical Thinking,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,1,MOA0103,Research Methods,4,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,1,MOA0104,Entrepreneurship,2,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,1,MOA0105,Ethics and Integrity,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,1,MOA0106,Statistics,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0201,Project Planning,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0202,Field Attachment,4,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0203,Internship,2,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0204,Capstone Project,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0205,Professional Practice,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0206,Seminar,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,2,MOA0207,Communication Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,3,MOA0301,Critical Thinking 2,4,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,3,MOA0302,Research Methods 2,2,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,3,MOA0303,Entrepreneurship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,3,MOA0304,Ethics and Integrity 2,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,3,MOA0305,Statistics 2,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,3,MOA0306,Project Planning 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0401,Field Attachment 2,2,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0402,Internship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0403,Capstone Project 2,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0404,Professional Practice 2,3,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0405,Seminar 2,4,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0406,Communication Skills 3,2,CORE
School of Social Sciences,Social Sciences,Master of Arts in African Studies,65,4,MOA0407,Critical Thinking 3,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,1,MOC0101,Communication Skills,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,1,MOC0102,Critical Thinking,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,1,MOC0103,Research Methods,4,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,1,MOC0104,Entrepreneurship,2,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,1,MOC0105,Ethics and Integrity,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,1,MOC0106,Statistics,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0201,Project Planning,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0202,Field Attachment,4,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0203,Internship,2,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0204,Capstone Project,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0205,Professional Practice,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0206,Seminar,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,2,MOC0207,Communication Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,3,MOC0301,Critical Thinking 2,4,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,3,MOC0302,Research Methods 2,2,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,3,MOC0303,Entrepreneurship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,3,MOC0304,Ethics and Integrity 2,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,3,MOC0305,Statistics 2,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,3,MOC0306,Project Planning 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0401,Field Attachment 2,2,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0402,Internship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0403,Capstone Project 2,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0404,Professional Practice 2,3,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0405,Seminar 2,4,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0406,Communication Skills 3,2,CORE
School of Social Sciences,Social Sciences,Master of Counseling Psychology,60,4,MOC0407,Critical Thinking 3,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,1,MOD0101,Introduction to Sociology,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,1,MOD0102,Social Work Practice,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,1,MOD0103,Community Development,4,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,1,MOD0104,Counselling Skills,2,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,1,MOD0105,Social Policy,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,1,MOD0106,Research Methods,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0201,Development Studies,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0202,Governance and Public Policy,4,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0203,International Relations Theory,2,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0204,Conflict Resolution,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0205,Public Administration,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0206,Gender Studies,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,2,MOD0207,Humanitarian Studies,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,3,MOD0301,Field Work,4,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,3,MOD0302,Project,2,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,3,MOD0303,Introduction to Sociology 2,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,3,MOD0304,Social Work Practice 2,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,3,MOD0305,Community Development 2,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,3,MOD0306,Counselling Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0401,Social Policy 2,2,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0402,Research Methods 2,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0403,Development Studies 2,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0404,Governance and Public Policy 2,3,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0405,International Relations Theory 2,4,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0406,Conflict Resolution 2,2,CORE
School of Social Sciences,Social Sciences,Master of Development Monitoring and Evaluation,64,4,MOD0407,Public Administration 2,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,1,MOG0101,Communication Skills,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,1,MOG0102,Critical Thinking,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,1,MOG0103,Research Methods,4,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,1,MOG0104,Entrepreneurship,2,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,1,MOG0105,Ethics and Integrity,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,1,MOG0106,Statistics,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0201,Project Planning,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0202,Field Attachment,4,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0203,Internship,2,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0204,Capstone Project,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0205,Professional Practice,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0206,Seminar,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,2,MOG0207,Communication Skills 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,3,MOG0301,Critical Thinking 2,4,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,3,MOG0302,Research Methods 2,2,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,3,MOG0303,Entrepreneurship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,3,MOG0304,Ethics and Integrity 2,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,3,MOG0305,Statistics 2,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,3,MOG0306,Project Planning 2,4,ELECTIVE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0401,Field Attachment 2,2,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0402,Internship 2,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0403,Capstone Project 2,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0404,Professional Practice 2,3,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0405,Seminar 2,4,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0406,Communication Skills 3,2,CORE
School of Social Sciences,Social Sciences,Master of Governance and International Relations,61,4,MOG0407,Critical Thinking 3,3,ELECTIVE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0101,Principles of Management,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0102,Principles of Accounting,3,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0103,Business Mathematics,4,CORE
School of Social Sciences,Social Sciences,Master of Public Administration and Management,62,1,MOP0104,Microeconomics,2,CORE
