REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
J25M87/042,A17505,Master of Laws in International Business Law,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J25M87/045,A17515,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25M87/047,A17521,Master of Laws in International Business Law,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KJ24M87/013,A17346,Master of Laws in International Business Law,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KJ24M87/030,A17424,Master of Laws in International Business Law,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
KJ24M87/042,A17482,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ25M87/001,A17262,Master of Laws in International Business Law,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KJ25M87/005,A17289,Master of Laws in International Business Law,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
KJ25M87/024,A17379,Master of Laws in International Business Law,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
KJ25M87/032,A17440,Master of Laws in International Business Law,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
KJ25M87/043,A17506,Master of Laws in International Business Law,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KM24M87/009,A17311,Master of Laws in International Business Law,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
KM24M87/018,A17377,Master of Laws in International Business Law,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
KM24M87/035,A17514,Master of Laws in International Business Law,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
KM25M87/008,A17329,Master of Laws in International Business Law,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM25M87/031,A17439,Master of Laws in International Business Law,Gulu High School,Gulu,Tier 2,Private/Faith-based
KS24M87/025,A17367,Master of Laws in International Business Law,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
KS24M87/039,A17455,Master of Laws in International Business Law,Busoga High School,Iganga,Tier 2,Private/Faith-based
KS25M87/009,A17265,Master of Laws in International Business Law,Busoga High School,Iganga,Tier 2,Private/Faith-based
KS25M87/016,A17314,Master of Laws in International Business Law,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KS25M87/027,A17368,Master of Laws in International Business Law,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KS25M87/034,A17401,Master of Laws in International Business Law,Lira Town College,Lira,Tier 2,Private/Faith-based
KS25M87/054,A17497,Master of Laws in International Business Law,Nabumali High School,Mbale,Tier 1,Private/Faith-based
KS25M87/056,A17510,Master of Laws in International Business Law,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24M87/003,A17267,Master of Laws in International Business Law,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24M87/005,A17269,Master of Laws in International Business Law,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
M24M87/007,A17290,Master of Laws in International Business Law,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24M87/010,A17315,Master of Laws in International Business Law,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
M24M87/013,A17350,Master of Laws in International Business Law,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
M24M87/015,A17361,Master of Laws in International Business Law,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
M24M87/017,A17375,Master of Laws in International Business Law,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24M87/020,A17385,Master of Laws in International Business Law,King's College Budo,Kampala,Tier 1,Private/Faith-based
M24M87/022,A17404,Master of Laws in International Business Law,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
M24M87/024,A17425,Master of Laws in International Business Law,Seeta High School,Kampala,Tier 2,Private/Faith-based
M24M87/026,A17436,Master of Laws in International Business Law,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
M24M87/028,A17444,Master of Laws in International Business Law,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
M24M87/030,A17478,Master of Laws in International Business Law,Busoga High School,Iganga,Tier 2,Private/Faith-based
M24M87/032,A17491,Master of Laws in International Business Law,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25M87/001,A17251,Master of Laws in International Business Law,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25M87/003,A17277,Master of Laws in International Business Law,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25M87/006,A17304,Master of Laws in International Business Law,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25M87/009,A17333,Master of Laws in International Business Law,Ntare School,Kampala,Tier 1,Public/Mixed
M25M87/011,A17335,Master of Laws in International Business Law,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M25M87/013,A17343,Master of Laws in International Business Law,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25M87/015,A17348,Master of Laws in International Business Law,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M25M87/017,A17360,Master of Laws in International Business Law,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M25M87/019,A17369,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25M87/021,A17378,Master of Laws in International Business Law,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M25M87/023,A17381,Master of Laws in International Business Law,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
M25M87/025,A17387,Master of Laws in International Business Law,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
M25M87/027,A17408,Master of Laws in International Business Law,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
M25M87/029,A17426,Master of Laws in International Business Law,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M25M87/033,A17446,Master of Laws in International Business Law,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
M25M87/035,A17464,Master of Laws in International Business Law,Makerere College School,Kampala,Tier 2,Private/Faith-based
M25M87/037,A17485,Master of Laws in International Business Law,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25M87/039,A17493,Master of Laws in International Business Law,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25M87/041,A17496,Master of Laws in International Business Law,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S24M87/001,A17244,Master of Laws in International Business Law,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
S24M87/003,A17246,Master of Laws in International Business Law,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
S24M87/005,A17249,Master of Laws in International Business Law,Makerere College School,Kampala,Tier 2,Private/Faith-based
S24M87/007,A17256,Master of Laws in International Business Law,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S24M87/009,A17259,Master of Laws in International Business Law,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
S24M87/011,A17274,Master of Laws in International Business Law,King's College Budo,Kampala,Tier 1,Private/Faith-based
S24M87/013,A17276,Master of Laws in International Business Law,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24M87/015,A17293,Master of Laws in International Business Law,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S24M87/017,A17298,Master of Laws in International Business Law,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S24M87/019,A17312,Master of Laws in International Business Law,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
S24M87/021,A17327,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S24M87/023,A17353,Master of Laws in International Business Law,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
S24M87/027,A17376,Master of Laws in International Business Law,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24M87/029,A17398,Master of Laws in International Business Law,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
S24M87/031,A17409,Master of Laws in International Business Law,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
S24M87/033,A17412,Master of Laws in International Business Law,Muni Girls School,Arua,Tier 2,Private/Faith-based
S24M87/035,A17417,Master of Laws in International Business Law,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S24M87/037,A17435,Master of Laws in International Business Law,Seeta High School,Kampala,Tier 2,Private/Faith-based
S24M87/040,A17458,Master of Laws in International Business Law,Gayaza High School,Kampala,Tier 1,Private/Faith-based
S24M87/042,A17469,Master of Laws in International Business Law,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S24M87/044,A17492,Master of Laws in International Business Law,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
S24M87/046,A17503,Master of Laws in International Business Law,Lira Town College,Lira,Tier 2,Private/Faith-based
S24M87/048,A17517,Master of Laws in International Business Law,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S25M87/001,A17242,Master of Laws in International Business Law,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S25M87/003,A17247,Master of Laws in International Business Law,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
S25M87/006,A17260,Master of Laws in International Business Law,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S25M87/008,A17263,Master of Laws in International Business Law,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S25M87/011,A17272,Master of Laws in International Business Law,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25M87/014,A17302,Master of Laws in International Business Law,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S25M87/018,A17320,Master of Laws in International Business Law,Lira Town College,Lira,Tier 2,Private/Faith-based
S25M87/020,A17324,Master of Laws in International Business Law,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25M87/022,A17340,Master of Laws in International Business Law,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S25M87/024,A17347,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M87/026,A17364,Master of Laws in International Business Law,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25M87/029,A17391,Master of Laws in International Business Law,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25M87/032,A17395,Master of Laws in International Business Law,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M87/035,A17407,Master of Laws in International Business Law,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S25M87/037,A17420,Master of Laws in International Business Law,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S25M87/039,A17433,Master of Laws in International Business Law,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S25M87/041,A17437,Master of Laws in International Business Law,Gulu High School,Gulu,Tier 2,Private/Faith-based
S25M87/043,A17442,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M87/045,A17453,Master of Laws in International Business Law,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S25M87/047,A17463,Master of Laws in International Business Law,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S25M87/050,A17472,Master of Laws in International Business Law,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25M87/052,A17486,Master of Laws in International Business Law,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S25M87/057,A17516,Master of Laws in International Business Law,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24M88/003,A17534,Master of Laws in International Energy Law and Policy,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J24M88/005,A17548,Master of Laws in International Energy Law and Policy,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J24M88/007,A17552,Master of Laws in International Energy Law and Policy,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J24M88/010,A17564,Master of Laws in International Energy Law and Policy,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
J24M88/012,A17584,Master of Laws in International Energy Law and Policy,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
J24M88/014,A17586,Master of Laws in International Energy Law and Policy,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24M88/016,A17594,Master of Laws in International Energy Law and Policy,King's College Budo,Kampala,Tier 1,Private/Faith-based
J24M88/018,A17599,Master of Laws in International Energy Law and Policy,Nabumali High School,Mbale,Tier 1,Private/Faith-based
J24M88/020,A17618,Master of Laws in International Energy Law and Policy,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24M88/022,A17623,Master of Laws in International Energy Law and Policy,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24M88/024,A17628,Master of Laws in International Energy Law and Policy,Gulu High School,Gulu,Tier 2,Private/Faith-based
J24M88/026,A17635,Master of Laws in International Energy Law and Policy,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J24M88/028,A17641,Master of Laws in International Energy Law and Policy,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
J24M88/031,A17659,Master of Laws in International Energy Law and Policy,Nabumali High School,Mbale,Tier 1,Private/Faith-based
J24M88/033,A17671,Master of Laws in International Energy Law and Policy,Gayaza High School,Kampala,Tier 1,Private/Faith-based
J24M88/035,A17675,Master of Laws in International Energy Law and Policy,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
J24M88/038,A17705,Master of Laws in International Energy Law and Policy,Moroto High School,Moroto,Tier 2,Private/Faith-based
J24M88/040,A17709,Master of Laws in International Energy Law and Policy,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J24M88/042,A17718,Master of Laws in International Energy Law and Policy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J24M88/044,A17720,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24M88/046,A17725,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24M88/049,A17770,Master of Laws in International Energy Law and Policy,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J24M88/051,A17783,Master of Laws in International Energy Law and Policy,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J24M88/053,A17789,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24M88/055,A17799,Master of Laws in International Energy Law and Policy,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J25M88/002,A17535,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25M88/006,A17558,Master of Laws in International Energy Law and Policy,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J25M88/008,A17567,Master of Laws in International Energy Law and Policy,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
J25M88/010,A17579,Master of Laws in International Energy Law and Policy,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J25M88/013,A17596,Master of Laws in International Energy Law and Policy,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
J25M88/015,A17612,Master of Laws in International Energy Law and Policy,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J25M88/017,A17616,Master of Laws in International Energy Law and Policy,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25M88/020,A17626,Master of Laws in International Energy Law and Policy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J25M88/022,A17632,Master of Laws in International Energy Law and Policy,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
J25M88/028,A17665,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M88/030,A17683,Master of Laws in International Energy Law and Policy,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J25M88/032,A17691,Master of Laws in International Energy Law and Policy,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J25M88/034,A17697,Master of Laws in International Energy Law and Policy,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J25M88/037,A17729,Master of Laws in International Energy Law and Policy,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25M88/040,A17737,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M88/042,A17742,Master of Laws in International Energy Law and Policy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J25M88/044,A17749,Master of Laws in International Energy Law and Policy,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25M88/046,A17753,Master of Laws in International Energy Law and Policy,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J25M88/048,A17764,Master of Laws in International Energy Law and Policy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J25M88/051,A17777,Master of Laws in International Energy Law and Policy,Muni Girls School,Arua,Tier 2,Private/Faith-based
J25M88/053,A17784,Master of Laws in International Energy Law and Policy,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25M88/055,A17787,Master of Laws in International Energy Law and Policy,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ24M88/001,A17522,Master of Laws in International Energy Law and Policy,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
KJ24M88/030,A17654,Master of Laws in International Energy Law and Policy,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
KJ24M88/047,A17740,Master of Laws in International Energy Law and Policy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KJ25M88/005,A17554,Master of Laws in International Energy Law and Policy,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
KJ25M88/019,A17625,Master of Laws in International Energy Law and Policy,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
KJ25M88/024,A17655,Master of Laws in International Energy Law and Policy,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
KJ25M88/026,A17661,Master of Laws in International Energy Law and Policy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KJ25M88/039,A17732,Master of Laws in International Energy Law and Policy,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KJ25M88/057,A17800,Master of Laws in International Energy Law and Policy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KM24M88/005,A17531,Master of Laws in International Energy Law and Policy,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KM24M88/020,A17630,Master of Laws in International Energy Law and Policy,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
KM25M88/004,A17546,Master of Laws in International Energy Law and Policy,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
KM25M88/015,A17645,Master of Laws in International Energy Law and Policy,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KS24M88/001,A17524,Master of Laws in International Energy Law and Policy,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
KS24M88/006,A17565,Master of Laws in International Energy Law and Policy,King's College Budo,Kampala,Tier 1,Private/Faith-based
KS24M88/009,A17573,Master of Laws in International Energy Law and Policy,Namasagali College,Kamuli,Tier 1,Private/Faith-based
KS24M88/018,A17614,Master of Laws in International Energy Law and Policy,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
KS24M88/037,A17744,Master of Laws in International Energy Law and Policy,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KS25M88/001,A17541,Master of Laws in International Energy Law and Policy,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KS25M88/009,A17609,Master of Laws in International Energy Law and Policy,Muni Girls School,Arua,Tier 2,Private/Faith-based
KS25M88/015,A17638,Master of Laws in International Energy Law and Policy,King's College Budo,Kampala,Tier 1,Private/Faith-based
KS25M88/038,A17791,Master of Laws in International Energy Law and Policy,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M24M88/003,A17527,Master of Laws in International Energy Law and Policy,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
M24M88/006,A17532,Master of Laws in International Energy Law and Policy,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
M24M88/008,A17539,Master of Laws in International Energy Law and Policy,Muni Girls School,Arua,Tier 2,Private/Faith-based
M24M88/010,A17551,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M24M88/013,A17571,Master of Laws in International Energy Law and Policy,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M24M88/015,A17590,Master of Laws in International Energy Law and Policy,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M24M88/017,A17600,Master of Laws in International Energy Law and Policy,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
M24M88/019,A17617,Master of Laws in International Energy Law and Policy,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
M24M88/022,A17662,Master of Laws in International Energy Law and Policy,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
M24M88/024,A17676,Master of Laws in International Energy Law and Policy,Muni Girls School,Arua,Tier 2,Private/Faith-based
M24M88/026,A17684,Master of Laws in International Energy Law and Policy,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
M24M88/028,A17692,Master of Laws in International Energy Law and Policy,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
M24M88/030,A17703,Master of Laws in International Energy Law and Policy,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
M24M88/032,A17713,Master of Laws in International Energy Law and Policy,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M24M88/034,A17715,Master of Laws in International Energy Law and Policy,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24M88/036,A17721,Master of Laws in International Energy Law and Policy,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M24M88/038,A17735,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M24M88/040,A17743,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24M88/043,A17762,Master of Laws in International Energy Law and Policy,Muni Girls School,Arua,Tier 2,Private/Faith-based
M24M88/045,A17771,Master of Laws in International Energy Law and Policy,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M88/047,A17793,Master of Laws in International Energy Law and Policy,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
M24M88/049,A17798,Master of Laws in International Energy Law and Policy,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
M25M88/002,A17538,Master of Laws in International Energy Law and Policy,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
M25M88/005,A17559,Master of Laws in International Energy Law and Policy,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25M88/007,A17575,Master of Laws in International Energy Law and Policy,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M25M88/009,A17591,Master of Laws in International Energy Law and Policy,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M25M88/011,A17598,Master of Laws in International Energy Law and Policy,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
M25M88/014,A17643,Master of Laws in International Energy Law and Policy,Ngora High School,Soroti,Tier 2,Private/Faith-based
M25M88/017,A17658,Master of Laws in International Energy Law and Policy,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25M88/019,A17668,Master of Laws in International Energy Law and Policy,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M25M88/022,A17698,Master of Laws in International Energy Law and Policy,Muni Girls School,Arua,Tier 2,Private/Faith-based
M25M88/024,A17734,Master of Laws in International Energy Law and Policy,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
M25M88/026,A17750,Master of Laws in International Energy Law and Policy,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M25M88/028,A17757,Master of Laws in International Energy Law and Policy,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M25M88/030,A17766,Master of Laws in International Energy Law and Policy,Gulu High School,Gulu,Tier 2,Private/Faith-based
M25M88/032,A17795,Master of Laws in International Energy Law and Policy,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
S24M88/004,A17544,Master of Laws in International Energy Law and Policy,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S24M88/007,A17566,Master of Laws in International Energy Law and Policy,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24M88/011,A17580,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24M88/013,A17587,Master of Laws in International Energy Law and Policy,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
S24M88/015,A17602,Master of Laws in International Energy Law and Policy,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
S24M88/019,A17619,Master of Laws in International Energy Law and Policy,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S24M88/021,A17639,Master of Laws in International Energy Law and Policy,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
S24M88/023,A17649,Master of Laws in International Energy Law and Policy,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S24M88/025,A17651,Master of Laws in International Energy Law and Policy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S24M88/027,A17666,Master of Laws in International Energy Law and Policy,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S24M88/029,A17677,Master of Laws in International Energy Law and Policy,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
S24M88/032,A17693,Master of Laws in International Energy Law and Policy,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
S24M88/034,A17711,Master of Laws in International Energy Law and Policy,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24M88/036,A17733,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24M88/040,A17755,Master of Laws in International Energy Law and Policy,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
S24M88/042,A17761,Master of Laws in International Energy Law and Policy,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S24M88/044,A17774,Master of Laws in International Energy Law and Policy,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S24M88/046,A17782,Master of Laws in International Energy Law and Policy,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25M88/003,A17553,Master of Laws in International Energy Law and Policy,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S25M88/006,A17582,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25M88/008,A17607,Master of Laws in International Energy Law and Policy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S25M88/011,A17621,Master of Laws in International Energy Law and Policy,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S25M88/014,A17636,Master of Laws in International Energy Law and Policy,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S25M88/017,A17653,Master of Laws in International Energy Law and Policy,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S25M88/019,A17660,Master of Laws in International Energy Law and Policy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M88/021,A17681,Master of Laws in International Energy Law and Policy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M88/024,A17690,Master of Laws in International Energy Law and Policy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M88/026,A17708,Master of Laws in International Energy Law and Policy,Seeta High School,Kampala,Tier 2,Private/Faith-based
S25M88/028,A17722,Master of Laws in International Energy Law and Policy,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25M88/030,A17728,Master of Laws in International Energy Law and Policy,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M88/032,A17741,Master of Laws in International Energy Law and Policy,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M88/034,A17758,Master of Laws in International Energy Law and Policy,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
