REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,STUDENT_LIST
J25B69/002,A18504,Bachelor of Governance and International Relations,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J25B69/005,A18535,Bachelor of Governance and International Relations,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List16
J25B69/008,A18571,Bachelor of Governance and International Relations,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,List16
J25B69/010,A18587,Bachelor of Governance and International Relations,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J25B69/013,A18602,Bachelor of Governance and International Relations,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
J25B69/017,A18624,Bachelor of Governance and International Relations,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,List16
J25B69/020,A18646,Bachelor of Governance and International Relations,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
KJ23B69/007,A18563,Bachelor of Governance and International Relations,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
KJ23B69/013,A18611,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KJ24B69/008,A18548,Bachelor of Governance and International Relations,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
KJ24B69/022,A18664,Bachelor of Governance and International Relations,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
KJ25B69/003,A18523,Bachelor of Governance and International Relations,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
KJ25B69/012,A18593,Bachelor of Governance and International Relations,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
KJ25B69/015,A18608,Bachelor of Governance and International Relations,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
KM23B69/008,A18607,Bachelor of Governance and International Relations,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
KM25B69/018,A18687,Bachelor of Governance and International Relations,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
KS23B69/011,A18569,Bachelor of Governance and International Relations,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
KS23B69/017,A18589,Bachelor of Governance and International Relations,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
KS23B69/025,A18665,Bachelor of Governance and International Relations,Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
KS24B69/025,A18673,Bachelor of Governance and International Relations,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
KS25B69/002,A18520,Bachelor of Governance and International Relations,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
KS25B69/005,A18567,Bachelor of Governance and International Relations,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List16
KS25B69/010,A18641,Bachelor of Governance and International Relations,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
KS25B69/020,A18694,Bachelor of Governance and International Relations,Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
M23B69/002,A18544,Bachelor of Governance and International Relations,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
M23B69/004,A18574,Bachelor of Governance and International Relations,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
M23B69/006,A18595,Bachelor of Governance and International Relations,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
M23B69/009,A18613,Bachelor of Governance and International Relations,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
M23B69/011,A18628,Bachelor of Governance and International Relations,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
M23B69/013,A18635,Bachelor of Governance and International Relations,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List16
M23B69/015,A18676,Bachelor of Governance and International Relations,Busoga High School,Iganga,Tier 2,Private/Faith-based,List16
M24B69/002,A18514,Bachelor of Governance and International Relations,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
M24B69/004,A18517,Bachelor of Governance and International Relations,Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
M24B69/006,A18545,Bachelor of Governance and International Relations,Lira Town College,Lira,Tier 2,Private/Faith-based,List16
M24B69/009,A18588,Bachelor of Governance and International Relations,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
M24B69/011,A18604,Bachelor of Governance and International Relations,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M24B69/013,A18638,Bachelor of Governance and International Relations,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
M24B69/015,A18667,Bachelor of Governance and International Relations,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List16
M24B69/017,A18678,Bachelor of Governance and International Relations,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
M24B69/019,A18693,Bachelor of Governance and International Relations,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,List16
M25B69/002,A18524,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
M25B69/004,A18532,Bachelor of Governance and International Relations,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
M25B69/006,A18541,Bachelor of Governance and International Relations,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,List16
M25B69/008,A18560,Bachelor of Governance and International Relations,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
M25B69/010,A18585,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
M25B69/012,A18623,Bachelor of Governance and International Relations,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,List16
M25B69/014,A18648,Bachelor of Governance and International Relations,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,List16
M25B69/016,A18674,Bachelor of Governance and International Relations,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
M25B69/019,A18691,Bachelor of Governance and International Relations,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,List16
S23B69/003,A18526,Bachelor of Governance and International Relations,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List16
S23B69/005,A18530,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
S23B69/007,A18539,Bachelor of Governance and International Relations,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
S23B69/009,A18555,Bachelor of Governance and International Relations,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
S23B69/012,A18570,Bachelor of Governance and International Relations,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
S23B69/014,A18579,Bachelor of Governance and International Relations,Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
S23B69/018,A18599,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
S23B69/020,A18620,Bachelor of Governance and International Relations,Lira Town College,Lira,Tier 2,Private/Faith-based,List16
S23B69/022,A18653,Bachelor of Governance and International Relations,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List16
S23B69/026,A18668,Bachelor of Governance and International Relations,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List16
S23B69/028,A18690,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
S24B69/002,A18507,Bachelor of Governance and International Relations,Gayaza High School,Kampala,Tier 1,Private/Faith-based,List16
S24B69/004,A18509,Bachelor of Governance and International Relations,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,List16
S24B69/006,A18554,Bachelor of Governance and International Relations,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List16
S24B69/008,A18565,Bachelor of Governance and International Relations,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
S24B69/010,A18575,Bachelor of Governance and International Relations,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List16
S24B69/012,A18590,Bachelor of Governance and International Relations,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List16
S24B69/014,A18601,Bachelor of Governance and International Relations,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List16
S24B69/016,A18619,Bachelor of Governance and International Relations,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,List16
S24B69/018,A18634,Bachelor of Governance and International Relations,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
S24B69/020,A18649,Bachelor of Governance and International Relations,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
S24B69/023,A18661,Bachelor of Governance and International Relations,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List16
S25B69/001,A18501,Bachelor of Governance and International Relations,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
S25B69/006,A18597,Bachelor of Governance and International Relations,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List16
S25B69/009,A18626,Bachelor of Governance and International Relations,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List16
S25B69/012,A18652,Bachelor of Governance and International Relations,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List16
S25B69/014,A18658,Bachelor of Governance and International Relations,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
S25B69/017,A18684,Bachelor of Governance and International Relations,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,List16
S25B69/019,A18689,Bachelor of Governance and International Relations,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List16
J23B70/003,A18707,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Gayaza High School,Kampala,Tier 1,Private/Faith-based,List16
J23B70/006,A18728,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J23B70/008,A18736,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
J23B70/011,A18771,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J23B70/013,A18782,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
J23B70/015,A18813,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
J23B70/017,A18827,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School,Kampala,Tier 1,Public/Mixed,List16
J23B70/019,A18843,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List16
J23B70/022,A18875,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
J24B70/001,A18702,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,List16
J24B70/003,A18709,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
J24B70/005,A18741,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List16
J24B70/009,A18804,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List16
J24B70/011,A18819,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Muni Girls School,Arua,Tier 2,Private/Faith-based,List16
J24B70/014,A18844,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
J24B70/016,A18864,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J25B70/002,A18696,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,List16
J25B70/004,A18712,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
J25B70/006,A18742,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
J25B70/009,A18780,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School,Kampala,Tier 1,Public/Mixed,List16
J25B70/011,A18797,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J25B70/013,A18830,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List16
J25B70/016,A18838,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
J25B70/019,A18869,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
KJ23B70/001,A18697,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List16
KJ23B70/009,A18762,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
KJ24B70/006,A18776,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KJ24B70/012,A18824,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
KJ25B70/007,A18760,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
KJ25B70/017,A18862,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
KM23B70/017,A18817,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
KM24B70/001,A18705,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mubende Secondary School,Mubende,Tier 2,Public/Mixed,List16
KM25B70/005,A18737,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
KM25B70/020,A18857,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List16
KS23B70/004,A18722,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List16
KS24B70/004,A18746,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
KS25B70/002,A18727,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
M23B70/001,A18708,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
M23B70/003,A18721,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
M23B70/005,A18725,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
M23B70/007,A18750,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
M23B70/009,A18761,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
M23B70/011,A18802,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,List16
M23B70/014,A18812,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,List16
M23B70/016,A18816,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
M23B70/019,A18829,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
M23B70/021,A18841,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
M23B70/024,A18847,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,List16
M23B70/026,A18877,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M24B70/002,A18711,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
M24B70/004,A18743,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M24B70/006,A18767,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
M24B70/009,A18792,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
M24B70/011,A18807,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,List16
M24B70/013,A18823,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List16
M24B70/015,A18880,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
M25B70/002,A18718,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
M25B70/004,A18729,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List16
M25B70/007,A18758,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,List16
M25B70/009,A18778,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
M25B70/011,A18785,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List16
M25B70/013,A18806,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
M25B70/015,A18828,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
M25B70/017,A18834,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
M25B70/021,A18859,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
M25B70/023,A18861,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
S23B70/001,A18698,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
S23B70/003,A18720,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
S23B70/006,A18730,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ngora High School,Soroti,Tier 2,Private/Faith-based,List16
S23B70/008,A18740,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,List16
S23B70/010,A18769,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Busoga High School,Iganga,Tier 2,Private/Faith-based,List16
S23B70/012,A18793,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List16
S23B70/014,A18815,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,List16
S23B70/016,A18852,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
S23B70/018,A18865,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
S24B70/002,A18714,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
S24B70/005,A18751,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S24B70/007,A18765,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S24B70/009,A18788,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
S24B70/011,A18810,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
S24B70/013,A18851,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School,Kampala,Tier 1,Public/Mixed,List16
S24B70/015,A18856,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,List16
S24B70/018,A18872,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mubende Secondary School,Mubende,Tier 2,Public/Mixed,List16
S24B70/020,A18887,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List16
S25B70/003,A18731,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List16
S25B70/005,A18744,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,List16
S25B70/007,A18748,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Makerere College School,Kampala,Tier 2,Private/Faith-based,List16
S25B70/009,A18753,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S25B70/011,A18759,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
S25B70/013,A18775,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
S25B70/015,A18786,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S25B70/017,A18789,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
S25B70/019,A18796,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List16
S25B70/021,A18821,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ngora High School,Soroti,Tier 2,Private/Faith-based,List16
S25B70/024,A18855,"Bachelor of Human Rights, Peace and Humanitarian Interventions",St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S25B70/026,A18878,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List16
S25B70/028,A18886,"Bachelor of Human Rights, Peace and Humanitarian Interventions",Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
J23B68/003,A18908,Bachelor of Public Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J23B68/005,A18923,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J23B68/008,A18946,Bachelor of Public Administration and Management,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
J23B68/010,A18964,Bachelor of Public Administration and Management,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
J23B68/012,A18990,Bachelor of Public Administration and Management,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
J23B68/014,A19025,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J23B68/016,A19049,Bachelor of Public Administration and Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
J23B68/019,A19062,Bachelor of Public Administration and Management,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
J24B68/002,A18897,Bachelor of Public Administration and Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,List16
J24B68/004,A18916,Bachelor of Public Administration and Management,Moroto High School,Moroto,Tier 2,Private/Faith-based,List16
J24B68/007,A18924,Bachelor of Public Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J24B68/009,A18954,Bachelor of Public Administration and Management,Gayaza High School,Kampala,Tier 1,Private/Faith-based,List16
J24B68/011,A18966,Bachelor of Public Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J24B68/013,A18970,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J24B68/015,A18984,Bachelor of Public Administration and Management,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List16
J24B68/017,A19001,Bachelor of Public Administration and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J24B68/019,A19007,Bachelor of Public Administration and Management,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List16
J24B68/022,A19065,Bachelor of Public Administration and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J24B68/024,A19072,Bachelor of Public Administration and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J24B68/026,A19077,Bachelor of Public Administration and Management,Ntare School,Kampala,Tier 1,Public/Mixed,List16
J25B68/001,A18911,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J25B68/003,A18974,Bachelor of Public Administration and Management,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
J25B68/005,A18988,Bachelor of Public Administration and Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
J25B68/007,A18992,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J25B68/009,A19002,Bachelor of Public Administration and Management,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List16
J25B68/012,A19027,Bachelor of Public Administration and Management,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,List16
J25B68/014,A19054,Bachelor of Public Administration and Management,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,List16
J25B68/016,A19060,Bachelor of Public Administration and Management,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,List16
KJ23B68/002,A18894,Bachelor of Public Administration and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KJ23B68/017,A19055,Bachelor of Public Administration and Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
KJ24B68/005,A18917,Bachelor of Public Administration and Management,Busoga High School,Iganga,Tier 2,Private/Faith-based,List16
KJ24B68/027,A19081,Bachelor of Public Administration and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
KM23B68/001,A18895,Bachelor of Public Administration and Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
KM23B68/013,A19009,Bachelor of Public Administration and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
