payment_id,student_id,payment_date,year,amount,tuition_national,tuition_international,functional_fees,payment_method,status,semester
PAY000650,M21B05/004,2025-01-31,2026,1015369.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000651,M21B05/004,2024-12-15,2026,2524391.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000652,M21B05/004,2024-12-16,2024,1931152.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000653,S21B05/003,2025-10-31,2023,2665966.0,1818000.0,0.0,983000.0,Mobile Money,Completed,Jan (Easter Semester)
PAY000654,M22B05/004,2024-05-18,2023,1603471.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000655,M22B05/004,2025-01-09,2026,2598621.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000656,M22B05/004,2023-10-23,2023,1817638.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000657,M22B05/004,2023-11-09,2023,2513672.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000658,M22B05/004,2024-01-13,2024,2703624.0,1818000.0,0.0,983000.0,Cash,Completed,September (Advent)
PAY000659,J24B05/004,2023-06-13,2026,3435438.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000660,S22B05/003,2024-11-26,2025,3236696.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000661,S22B05/003,2024-05-15,2024,2446812.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000662,S22B05/004,2025-03-26,2025,2461722.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000663,S23B05/004,2023-05-08,2023,1458954.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000664,S23B05/004,2024-05-15,2026,2744410.0,1818000.0,0.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000665,S23B05/004,2024-12-18,2026,2190761.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000666,S23B05/004,2023-03-12,2023,2340634.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000667,S22B05/005,2023-11-28,2024,1665813.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000668,S22B05/005,2024-11-06,2024,2405130.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000669,S22B05/005,2025-02-06,2025,1685586.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000670,S22B05/005,2025-08-04,2023,2002343.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000671,J21B05/002,2025-07-04,2025,966858.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000672,M22B05/005,2025-03-04,2023,1801019.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000673,M22B05/005,2023-07-31,2024,1048204.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000674,J23B05/002,2024-09-07,2023,1722819.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000675,J23B05/002,2024-09-04,2023,1120720.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000676,J23B05/002,2024-01-21,2026,2025807.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000677,S22B06/001,2023-11-30,2025,3071594.0,0.0,2727000.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000678,S22B06/001,2025-02-13,2025,1319525.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000679,S22B06/001,2024-08-08,2023,3494907.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000680,S22B06/001,2024-02-20,2025,2948053.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000681,S22B06/001,2025-07-27,2023,2949899.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000682,M21B06/001,2024-09-29,2023,2398908.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000683,M21B06/001,2023-10-27,2024,1502712.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000684,J21B06/001,2024-11-24,2023,1321661.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000685,J21B06/001,2023-10-09,2026,1376393.0,0.0,2727000.0,983000.0,Cash,Failed,September (Advent)
PAY000686,J21B06/001,2024-04-05,2026,3289065.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000687,J21B06/001,2024-12-09,2024,3230999.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000688,J21B06/001,2023-05-29,2024,3542776.0,0.0,2727000.0,983000.0,Credit Card,Completed,Jan (Easter Semester)
PAY000689,M23B06/001,2024-03-21,2024,2267020.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000690,M23B06/001,2023-11-06,2025,1784419.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000691,M23B06/001,2025-09-01,2024,1314590.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000692,M23B06/001,2024-11-29,2025,2415690.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000693,M23B06/001,2024-09-09,2023,1471408.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000694,M23B06/001,2023-12-30,2023,952526.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000695,S22B06/002,2024-12-27,2024,2118687.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000696,S22B06/002,2025-03-19,2024,2010236.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000697,S22B06/002,2024-11-18,2025,1632359.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000698,S22B06/002,2024-03-28,2026,2760411.0,1818000.0,0.0,983000.0,Mobile Money,Completed,Jan (Easter Semester)
PAY000699,S22B06/002,2023-03-24,2024,2749907.0,1818000.0,0.0,983000.0,Mobile Money,Completed,May (Trinity Semester)
PAY000700,S22B06/002,2025-09-08,2026,1424228.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000701,S21B06/001,2023-10-10,2025,3001199.0,0.0,2727000.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000702,S21B06/001,2024-08-29,2026,1169464.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000703,S21B06/001,2023-09-09,2026,1663856.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000704,S24B06/001,2025-05-27,2026,1609714.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000705,S24B06/001,2025-10-13,2024,1139615.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000706,S24B06/001,2023-11-15,2023,2587612.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000707,S24B06/001,2025-06-30,2023,2674573.0,1818000.0,0.0,983000.0,Mobile Money,Completed,September (Advent)
PAY000708,S24B06/001,2023-05-06,2024,1069225.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000709,S24B06/001,2023-07-09,2026,2025196.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000710,M22B06/001,2024-03-19,2023,1878795.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000711,M22B06/001,2024-08-19,2025,1012370.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000712,M22B06/001,2024-08-12,2025,1596971.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000713,M22B06/002,2024-06-17,2025,1802090.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000714,M22B06/002,2025-06-14,2025,1880049.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000715,M22B06/002,2025-03-11,2023,2144436.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000716,M22B06/002,2024-05-23,2026,1714326.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000717,M22B06/002,2023-08-25,2025,2511923.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000718,J24B06/001,2024-06-22,2023,2398221.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000719,J24B06/001,2025-03-13,2024,2143536.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000720,J24B06/001,2024-04-17,2024,1634873.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000721,J24B06/001,2025-12-20,2026,2521711.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000722,J24B06/001,2024-10-24,2025,2167022.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000723,M23B06/002,2024-08-03,2023,2062848.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000724,M23B06/002,2025-06-26,2024,2645567.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000725,M23B06/002,2024-05-23,2024,1809170.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000726,M23B06/002,2023-11-19,2024,1050128.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000727,S24B06/002,2025-04-17,2024,2790982.0,1818000.0,0.0,983000.0,Cash,Completed,May (Trinity Semester)
PAY000728,S24B06/002,2023-07-28,2025,1940714.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000729,S24B06/002,2024-11-10,2025,851446.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000730,S22B06/003,2025-11-04,2024,1120926.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000731,J24B06/002,2023-09-13,2024,1458007.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000732,J24B06/002,2025-11-03,2025,1133775.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000733,J24B06/002,2024-02-15,2025,1918286.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000734,J24B06/002,2024-12-10,2025,2063148.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000735,J24B06/002,2025-11-17,2023,2017549.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000736,J24B06/002,2025-04-19,2024,1841188.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000737,J22B06/001,2024-02-13,2024,1121926.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000738,J22B06/001,2023-04-27,2026,2756785.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000739,J22B06/001,2025-09-11,2023,1965093.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000740,J22B06/001,2023-03-26,2023,2647902.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000741,J22B06/001,2025-02-25,2023,2648067.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000742,J22B06/001,2024-10-20,2025,2620461.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000743,S24B06/003,2025-12-10,2025,1975974.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000744,M23B06/003,2023-05-03,2026,2452202.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000745,M23B06/003,2025-04-26,2026,1999185.0,0.0,2727000.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000746,M23B06/003,2024-11-14,2024,1837272.0,0.0,2727000.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000747,M23B06/003,2023-12-11,2023,3700247.0,0.0,2727000.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000748,M23B06/003,2023-12-31,2024,2406718.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000749,M24B06/001,2024-10-04,2025,1182038.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000750,M24B06/001,2024-05-04,2023,1530505.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000751,M24B06/001,2023-09-18,2026,1314598.0,0.0,2727000.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000752,M24B06/001,2024-07-26,2025,3219171.0,0.0,2727000.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000753,M21B06/002,2024-06-10,2023,1181505.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000754,M21B06/002,2025-11-04,2025,1909915.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000755,M21B06/002,2023-10-30,2024,1132946.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000756,M21B06/002,2024-01-13,2025,1170484.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000757,M21B06/002,2024-10-06,2024,1090498.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000758,M24B06/002,2025-11-21,2025,2219580.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000759,M24B06/002,2023-10-08,2023,1479252.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000760,M24B06/002,2023-08-04,2023,2425075.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000761,M24B06/002,2024-04-09,2025,1096205.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000762,M24B06/002,2024-06-01,2024,2577553.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000763,M23B06/004,2024-12-05,2024,1150819.0,0.0,2727000.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000764,M23B06/004,2024-11-12,2025,2094700.0,0.0,2727000.0,983000.0,Credit Card,Pending,September (Advent)
PAY000765,M23B06/004,2024-12-19,2026,2387804.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000766,M23B06/004,2026-01-06,2023,1562264.0,0.0,2727000.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000767,M23B06/004,2025-07-06,2023,2241913.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000768,M21B06/003,2024-07-15,2026,1975173.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000769,M21B06/003,2023-12-08,2025,1272888.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000770,M21B06/003,2023-03-13,2025,2385738.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000771,J22B06/002,2023-08-09,2026,926870.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000772,J22B06/002,2025-09-23,2025,1302612.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000773,J22B06/002,2026-01-07,2026,2773331.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000774,J22B06/002,2023-11-17,2026,1068792.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000775,J22B06/002,2025-12-01,2026,2456782.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000776,J22B06/002,2024-03-30,2026,1661273.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000777,M22B06/003,2024-01-08,2026,1682633.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000778,M22B06/003,2023-12-14,2024,1308170.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000779,M22B06/003,2024-12-17,2025,870906.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000780,M22B06/003,2025-07-02,2024,1143194.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000781,M22B06/003,2025-05-08,2024,1685891.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000782,M22B06/003,2025-10-23,2026,1647588.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000783,J24B06/003,2025-08-05,2026,2481191.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000784,J23B06/001,2023-05-19,2023,874105.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000785,S21B06/002,2024-06-11,2025,2686371.0,1818000.0,0.0,983000.0,Credit Card,Completed,Jan (Easter Semester)
PAY000786,S21B06/002,2023-05-06,2025,2099458.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000787,S21B06/002,2025-02-27,2026,1511470.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000788,S21B06/002,2024-04-04,2023,2798431.0,1818000.0,0.0,983000.0,Credit Card,Completed,Jan (Easter Semester)
PAY000789,S21B06/002,2023-05-14,2026,2013693.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000790,S21B06/002,2026-02-05,2025,2062108.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000791,S24B06/004,2025-05-30,2023,2099355.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000792,S24B06/004,2026-01-01,2026,2165879.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000793,S24B06/004,2024-12-18,2026,1744041.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000794,S24B06/004,2024-07-14,2025,2282195.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000795,S24B06/004,2024-08-21,2024,1391004.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000796,M24B06/003,2025-11-10,2024,1319794.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000797,J23B06/002,2025-09-12,2024,2705119.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,May (Trinity Semester)
PAY000798,J23B06/002,2025-04-07,2023,1329697.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000799,S24B06/005,2023-10-31,2023,1518701.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000800,M24B06/004,2024-10-17,2023,1145765.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000801,M24B06/004,2024-11-17,2026,2027454.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000802,M24B06/004,2026-01-22,2026,2449556.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000803,M24B06/004,2024-09-26,2025,1006849.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000804,M24B06/004,2023-09-15,2023,1454415.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000805,S24B06/006,2023-11-14,2025,1471205.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000806,S24B06/006,2025-10-15,2025,2536022.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000807,S24B06/006,2023-10-26,2023,1075735.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000808,S24B06/006,2024-02-03,2024,2607631.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000809,J21B06/002,2024-05-06,2025,2426926.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000810,J21B06/002,2025-07-07,2024,861561.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000811,J21B06/002,2023-11-27,2025,1635786.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000812,J21B06/002,2025-02-07,2024,1834291.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000813,M22B06/004,2025-10-12,2025,3278356.0,0.0,2727000.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000814,M22B06/004,2024-03-19,2025,2427274.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000815,M22B06/004,2025-11-26,2026,1470569.0,0.0,2727000.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000816,M22B06/004,2023-03-27,2026,2286630.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000817,M22B06/004,2023-06-11,2023,1251341.0,0.0,2727000.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000818,S24B06/007,2025-04-23,2026,1047123.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000819,S24B06/007,2024-06-15,2026,895729.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000820,S24B06/007,2024-10-22,2024,2254821.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000821,S22B06/004,2024-05-28,2025,2476819.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000822,S22B06/004,2026-02-07,2023,1977941.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000823,M23B06/005,2024-08-17,2026,1472240.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000824,M23B06/005,2024-03-27,2025,1572236.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000825,M23B06/005,2024-07-02,2026,1447272.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000826,M24B07/001,2024-06-15,2026,2160439.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000827,M24B07/001,2023-04-30,2026,1521727.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000828,M24B07/001,2023-06-22,2023,1106202.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000829,M24B07/001,2025-04-07,2025,2494962.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000830,M24B07/001,2023-04-18,2023,2432046.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000831,M24B07/001,2025-10-29,2023,2656541.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000832,S21B07/001,2023-09-04,2023,2386680.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000833,S21B07/001,2026-01-29,2023,1939113.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000834,S21B07/001,2023-08-24,2025,3139548.0,0.0,2727000.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000835,S21B07/001,2024-05-25,2025,2908077.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000836,M23B07/001,2025-04-13,2024,1322405.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000837,M23B07/001,2024-03-08,2023,1145012.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000838,M23B07/001,2023-12-14,2023,2091596.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000839,M23B07/001,2025-10-28,2025,2767935.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000840,M21B07/001,2023-10-06,2025,948451.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000841,M21B07/001,2025-10-07,2026,2263012.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000842,J23B07/001,2023-09-19,2026,1415965.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000843,J23B07/001,2023-07-05,2024,2745267.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000844,J23B07/001,2023-09-07,2025,2319604.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000845,J22B07/001,2025-06-08,2026,2468411.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000846,J22B07/001,2025-03-08,2025,2730316.0,1818000.0,0.0,983000.0,Credit Card,Completed,May (Trinity Semester)
PAY000847,J22B07/001,2025-08-23,2023,1937592.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000848,S22B07/001,2024-05-28,2026,1671335.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000849,S22B07/001,2025-12-22,2024,1058330.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000850,S22B07/001,2025-02-18,2026,2624646.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000851,S22B07/001,2023-12-20,2023,1982647.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000852,J23B07/002,2025-06-27,2025,1016531.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000853,J23B07/002,2025-03-27,2024,2627064.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000854,J23B07/002,2024-05-05,2025,2421739.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000855,J23B07/002,2023-04-04,2024,1654049.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000856,J23B07/002,2024-05-26,2025,1219470.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000857,J23B07/002,2024-02-04,2024,1838240.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000858,M21B07/002,2026-01-01,2024,2603566.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000859,M21B07/002,2023-04-20,2023,1557704.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000860,S21B07/002,2025-08-25,2023,2369128.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000861,S21B07/002,2024-09-07,2024,1359379.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000862,S21B07/002,2024-07-20,2024,2676502.0,1818000.0,0.0,983000.0,Credit Card,Completed,September (Advent)
PAY000863,S21B07/002,2026-01-06,2024,1959350.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000864,S21B07/002,2024-04-12,2023,917309.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000865,S21B07/002,2024-11-17,2025,1553975.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
